epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,1e-04,,0.01,,
0.0,10000.0,32.0,310.0,10000.0,312.5,25.0,25.0,-0.066385314,9.9008e-05,,0.00991,2.8870523,
0.0,20000.0,48.0,625.0,20000.0,416.66666,25.0,25.0,-0.031752747,9.8e-05,,0.00982,2.887661,
0.0,30000.0,65.0,935.0,30000.0,461.53845,0.0,16.666666,-0.028717928,9.7008e-05,,0.00973,2.8895855,
0.0,40000.0,83.0,1250.0,40000.0,481.9277,25.0,18.75,-0.028028155,9.6e-05,,0.00964,2.8898218,
0.0,50000.0,99.0,1560.0,50000.0,505.0505,75.0,30.0,-0.038401943,9.5008e-05,,0.00955,2.8898442,
0.0,60000.0,120.0,1875.0,60000.0,500.0,75.0,37.5,-0.03151586,9.4e-05,,0.00946,2.8900173,
0.0,70000.0,135.0,2185.0,70000.0,518.5185,75.0,42.857143,-0.042946797,9.3008e-05,,0.00937,2.8898444,
0.0,80000.0,156.0,2500.0,80000.0,512.8205,100.0,50.0,-0.029522846,9.2e-05,,0.00928,2.88953,
0.0,90000.0,171.0,2810.0,90000.0,526.3158,50.0,50.0,-0.025888111,9.1008e-05,,0.00919,2.8892887,
0.0,100000.0,189.0,3125.0,100000.0,529.1005,25.0,47.5,-0.023203285,9e-05,,0.0091,2.8892143,
0.0,110000.0,206.0,3435.0,110000.0,533.9806,75.0,50.0,-0.02777943,8.9008e-05,,0.00901,2.8892002,
0.0,120000.0,224.0,3750.0,120000.0,535.7143,50.0,50.0,-0.036563337,8.8e-05,,0.00892,2.8893197,
0.0,130000.0,242.0,4060.0,130000.0,537.19006,0.0,46.153847,-0.022566967,8.7008e-05,,0.00883,2.8897061,
0.0,140000.0,260.0,4375.0,140000.0,538.46155,25.0,44.642857,-0.029290395,8.6e-05,,0.00874,2.8899822,
0.0,150000.0,275.0,4685.0,150000.0,545.4545,100.0,48.333332,-0.032563835,8.5008e-05,,0.00865,2.8898804,
0.0,160000.0,295.0,5000.0,160000.0,542.37286,25.0,46.875,-0.027207132,8.4e-05,,0.00856,2.889861,
0.0,170000.0,310.0,5310.0,170000.0,548.3871,0.0,44.117645,-0.026868468,8.3008e-05,,0.00847,2.8899415,
0.0,180000.0,330.0,5625.0,180000.0,545.4545,25.0,43.055557,-0.03468787,8.2e-05,,0.00838,2.890067,
0.0,190000.0,345.0,5935.0,190000.0,550.7246,50.0,43.42105,-0.042676337,8.1008e-05,,0.00829,2.890106,
0.0,200000.0,363.0,6250.0,200000.0,550.9642,0.0,41.25,-0.034578312,8e-05,,0.0082,2.8901947,
0.0,210000.0,382.0,6560.0,210000.0,549.7382,25.0,40.47619,-0.031628538,7.9008e-05,,0.00811,2.8902385,
0.0,220000.0,399.0,6875.0,220000.0,551.3784,50.0,40.909092,-0.03481157,7.8e-05,,0.00802,2.8901956,
0.0,230000.0,418.0,7185.0,230000.0,550.23926,25.0,40.217392,-0.02737312,7.7008e-05,,0.00793,2.8901393,
0.0,240000.0,436.0,7500.0,240000.0,550.45874,25.0,39.583332,-0.028461233,7.6e-05,,0.00784,2.890089,
0.0,250000.0,450.0,7810.0,250000.0,555.55554,25.0,39.0,-0.028467253,7.5008e-05,,0.00775,2.8900423,
0.0,260000.0,470.0,8125.0,260000.0,553.19147,0.0,37.5,-0.02134332,7.4e-05,,0.00766,2.8900375,
0.0,270000.0,485.0,8435.0,270000.0,556.70105,75.0,38.88889,-0.03101988,7.3008e-05,,0.00757,2.8897371,
0.0,280000.0,506.0,8750.0,280000.0,553.3597,50.0,39.285713,-0.029367952,7.2e-05,,0.00748,2.8898523,
0.0,290000.0,520.0,9060.0,290000.0,557.6923,50.0,39.655174,-0.033857204,7.1008e-05,,0.00739,2.8898625,
0.0,300000.0,538.0,9375.0,300000.0,557.6208,0.0,38.333332,-0.01946146,7e-05,,0.0073,2.889756,
0.0,310000.0,554.0,9685.0,310000.0,559.5668,25.0,37.903225,-0.03773433,6.9008e-05,,0.00721,2.8898027,
0.0,320000.0,572.0,10000.0,320000.0,559.44055,175.0,42.1875,-0.035020698,6.8e-05,,0.00712,2.889211,
0.0,330000.0,590.0,10310.0,330000.0,559.322,25.0,41.666668,-0.021901462,6.7008e-05,,0.00703,2.8897529,
0.0,340000.0,607.0,10625.0,340000.0,560.1318,25.0,41.17647,-0.030554486,6.6e-05,,0.00694,2.889715,
0.0,350000.0,622.0,10935.0,350000.0,562.701,25.0,40.714287,-0.02341237,6.5008e-05,,0.00685,2.8896384,
0.0,360000.0,642.0,11250.0,360000.0,560.7477,25.0,40.27778,-0.027977318,6.4e-05,,0.00676,2.889702,
0.0,370000.0,657.0,11560.0,370000.0,563.1659,100.0,41.89189,0.28121045,6.3008e-05,,0.00667,2.889862,
0.0,380000.0,678.0,11875.0,380000.0,560.472,75.0,42.763157,-0.03250744,6.2e-05,,0.00658,2.889944,
0.0,390000.0,693.0,12185.0,390000.0,562.77057,25.0,42.307693,-0.027402723,6.1008e-05,,0.00649,2.8900425,
0.0,400000.0,711.0,12500.0,400000.0,562.5879,75.0,43.125,-0.031235766,6e-05,,0.0064,2.889792,
0.0,410000.0,728.0,12810.0,410000.0,563.1868,50.0,43.292683,-0.026982319,5.9008e-05,,0.00631,2.8897183,
0.0,420000.0,746.0,13125.0,420000.0,563.0027,25.0,42.857143,-0.023417039,5.8e-05,,0.00622,2.8898156,
0.0,430000.0,762.0,13435.0,430000.0,564.30444,25.0,42.44186,-0.030955369,5.7008e-05,,0.00613,2.8898175,
0.0,440000.0,780.0,13750.0,440000.0,564.10254,25.0,42.045456,0.11580696,5.6e-05,,0.00604,2.8898745,
0.0,450000.0,795.0,14060.0,450000.0,566.0377,100.0,43.333332,-0.029176528,5.5008e-05,,0.00595,2.8899343,
0.0,460000.0,815.0,14375.0,460000.0,564.4172,0.0,42.391304,-0.017718153,5.4e-05,,0.00586,2.890006,
0.0,470000.0,830.0,14685.0,470000.0,566.2651,50.0,42.553192,-0.024067447,5.3008e-05,,0.00577,2.8899517,
0.0,480000.0,850.0,15000.0,480000.0,564.7059,0.0,41.666668,-0.027092233,5.2e-05,,0.00568,2.8899593,
0.0,490000.0,866.0,15310.0,490000.0,565.8199,100.0,42.857143,-0.026904922,5.1008e-05,,0.00559,2.889927,
0.0,500000.0,883.0,15625.0,500000.0,566.2514,25.0,42.5,-0.018109303,5e-05,,0.0055,2.8900163,
0.0,510000.0,900.0,15935.0,510000.0,566.6667,50.0,42.64706,-0.025949055,4.9008e-05,,0.00541,2.89008,
0.0,520000.0,918.0,16250.0,520000.0,566.4488,0.0,41.826923,-0.020793682,4.8e-05,,0.00532,2.8900468,
0.0,530000.0,936.0,16560.0,530000.0,566.2393,50.0,41.981133,-0.021541735,4.7008e-05,,0.00523,2.890028,
0.0,540000.0,953.0,16875.0,540000.0,566.6317,50.0,42.12963,0.28877264,4.6e-05,,0.00514,2.8899708,
0.0,550000.0,968.0,17185.0,550000.0,568.1818,50.0,42.272728,-0.023302285,4.5008e-05,,0.00505,2.8899114,
0.0,560000.0,989.0,17500.0,560000.0,566.2285,75.0,42.857143,-0.026822329,4.4e-05,,0.00496,2.8897018,
0.0,570000.0,1004.0,17810.0,570000.0,567.72906,75.0,43.42105,-0.019176181,4.3008e-05,,0.00487,2.8896456,
0.0,580000.0,1025.0,18125.0,580000.0,565.85364,25.0,43.103447,0.28884068,4.2e-05,,0.00478,2.8891957,
0.0,590000.0,1040.0,18435.0,590000.0,567.3077,75.0,43.64407,-0.026774125,4.1008e-05,,0.00469,2.8891695,
0.0,600000.0,1058.0,18750.0,600000.0,567.1077,100.0,44.583332,-0.02522973,4e-05,,0.0046,2.8895128,
0.0,610000.0,1076.0,19060.0,610000.0,566.9145,50.0,44.67213,-0.02222059,3.9008e-05,,0.00451,2.8896854,
0.0,620000.0,1094.0,19375.0,620000.0,566.7276,100.0,45.564518,-0.022620358,3.8e-05,,0.00442,2.8895292,
0.0,630000.0,1111.0,19685.0,630000.0,567.0567,75.0,46.031746,-0.025036827,3.7008e-05,,0.00433,2.889675,
0.0,640000.0,1129.0,20000.0,640000.0,566.87335,50.0,46.09375,-0.015193853,3.6e-05,,0.00424,2.8897092,
0.0,650000.0,1143.0,20310.0,650000.0,568.6789,50.0,46.153847,-0.018348515,3.5008e-05,,0.00415,2.8897946,
0.0,660000.0,1163.0,20625.0,660000.0,567.49786,50.0,46.21212,-0.02136937,3.4e-05,,0.00406,2.8898792,
0.0,670000.0,1178.0,20935.0,670000.0,568.7606,75.0,46.641792,-0.021606036,3.3008e-05,,0.00397,2.8898716,
0.0,680000.0,1200.0,21250.0,680000.0,566.6667,50.0,46.691177,-0.023115449,3.2e-05,,0.00388,2.8898652,
0.0,690000.0,1215.0,21560.0,690000.0,567.90125,0.0,46.014492,-0.019787507,3.1008e-05,,0.00379,2.8898537,
0.0,700000.0,1233.0,21875.0,700000.0,567.721,50.0,46.07143,-0.023435157,3e-05,,0.0037,2.8898156,
0.0,710000.0,1251.0,22185.0,710000.0,567.54596,25.0,45.774647,0.22198293,2.9008e-05,,0.00361,2.889766,
0.0,720000.0,1268.0,22500.0,720000.0,567.82336,100.0,46.52778,-0.025218455,2.8e-05,,0.00352,2.8894422,
0.0,730000.0,1288.0,22810.0,730000.0,566.7702,50.0,46.575344,-0.02989207,2.7008e-05,,0.00343,2.88963,
0.0,740000.0,1305.0,23125.0,740000.0,567.0498,25.0,46.283783,-0.02902969,2.6e-05,,0.00334,2.889706,
0.0,750000.0,1320.0,23435.0,750000.0,568.1818,25.0,46.0,-0.015884113,2.5008e-05,,0.00325,2.8897429,
0.0,760000.0,1340.0,23750.0,760000.0,567.1642,25.0,45.723682,-0.021092268,2.4e-05,,0.00316,2.8896596,
0.0,770000.0,1355.0,24060.0,770000.0,568.2657,25.0,45.454544,-0.013016994,2.3008e-05,,0.00307,2.8896716,
0.0,780000.0,1377.0,24375.0,780000.0,566.4488,75.0,45.833332,-0.022181604,2.2e-05,,0.00298,2.8892944,
0.0,790000.0,1392.0,24685.0,790000.0,567.52875,100.0,46.518986,-0.030018812,2.1008e-05,,0.00289,2.8893688,
0.0,800000.0,1408.0,25000.0,800000.0,568.1818,75.0,46.875,-0.029383859,2e-05,,0.0028,2.889283,
0.0,810000.0,1426.0,25310.0,810000.0,568.02246,75.0,47.22222,-0.021024222,1.9008e-05,,0.00271,2.889423,
0.0,820000.0,1445.0,25625.0,820000.0,567.47406,50.0,47.256096,-0.019235896,1.8e-05,,0.00262,2.8893392,
0.0,830000.0,1463.0,25935.0,830000.0,567.3274,25.0,46.987953,-0.021376275,1.7008e-05,,0.00253,2.8895004,
0.0,840000.0,1479.0,26250.0,840000.0,567.9513,50.0,47.02381,-0.018164465,1.6e-05,,0.00244,2.8896165,
0.0,850000.0,1494.0,26560.0,850000.0,568.94244,25.0,46.764706,-0.009054197,1.5008e-05,,0.00235,2.8896096,
0.0,860000.0,1515.0,26875.0,860000.0,567.65674,25.0,46.511627,-0.010830768,1.4e-05,,0.00226,2.8896592,
0.0,870000.0,1530.0,27185.0,870000.0,568.62744,25.0,46.264366,-0.013619404,1.3008e-05,,0.00217,2.889687,
0.0,880000.0,1549.0,27500.0,880000.0,568.10846,0.0,45.738636,-0.011301212,1.2e-05,,0.00208,2.8897266,
0.0,890000.0,1564.0,27810.0,890000.0,569.0537,50.0,45.78652,-0.01802536,1.1008e-05,,0.00199,2.8897202,
0.0,900000.0,1583.0,28125.0,900000.0,568.5408,25.0,45.555557,-0.0134247625,1e-05,,0.0019,2.88971,
0.0,910000.0,1602.0,28435.0,910000.0,568.04,75.0,45.87912,-0.009264548,9.008e-06,,0.00181,2.8896701,
0.0,920000.0,1619.0,28750.0,920000.0,568.252,25.0,45.652172,-0.023427837,8e-06,,0.00172,2.8896706,
0.0,930000.0,1636.0,29060.0,930000.0,568.45966,25.0,45.430107,-0.003660607,7.008e-06,,0.00163,2.889674,
0.0,940000.0,1655.0,29375.0,940000.0,567.9758,25.0,45.212765,-0.022772538,6e-06,,0.00154,2.8896554,
0.0,950000.0,1670.0,29685.0,950000.0,568.8623,0.0,44.736843,-0.024118602,5.008e-06,,0.00145,2.889613,
0.0,960000.0,1691.0,30000.0,960000.0,567.7114,25.0,44.53125,-0.011667122,4e-06,,0.00136,2.8895502,
0.0,970000.0,1706.0,30310.0,970000.0,568.5815,50.0,44.587627,0.2515134,3.008e-06,,0.00127,2.8895483,
0.0,980000.0,1728.0,30625.0,980000.0,567.12964,75.0,44.89796,0.200324,2e-06,,0.00118,2.88954,
0.0,990000.0,1743.0,30935.0,990000.0,567.9862,75.0,45.20202,-0.010505831,1.008e-06,,0.00109,2.8895526,
0.0,1000000.0,1760.0,31250.0,1000000.0,568.1818,0.0,44.75,-0.01752809,0.0,,0.001,2.8895257,
